CONJUNTO,AMOSTRAS,PORCENTAGEM,VETOR,CUSTO,GAP,TIME,VIZINHOS
WEISH12,10,0.8,"[1 0 0 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1]",6339,0.0,9.742616653442385,2t
WEISH12,10,0.8,"[1 0 0 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1]",6339,0.0,9.748858213424684,2t
WEISH13,10,0.8,"[1 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1]",6122,0.0060074687449261,9.576590538024902,2t
WEISH13,10,0.8,"[1 0 0 1 1 0 0 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1]",6159,0.0,9.70903730392456,2t
WEISH13,10,0.8,"[1 0 0 1 1 0 0 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1]",6159,0.0,9.55374836921692,2t
WEISH14,10,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 0 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 1 1 1]",6926,0.0040264595916019,14.681868076324465,2t
WEISH14,10,0.8,"[1 0 0 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 1 1 1]",6954,0.0,14.711781978607178,2t
WEISH14,10,0.8,"[1 0 0 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 1 1 1]",6954,0.0,14.47308874130249,2t
WEISH15,10,0.8,"[1 0 0 0 1 0 1 0 1 0 1 1 1 0 0 1 0 1 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0 1 1 0 0
 0 1 0 0 1 1 0 0 0 0 1 1 1 1 1 0 0 0 1 0 0 0 1]",7486,0.0,14.669936180114746,2t
WEISH15,10,0.8,"[1 0 0 0 1 0 1 0 1 0 1 1 1 0 0 1 0 1 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0 1 1 0 0
 0 1 0 0 1 1 0 0 0 0 1 1 1 1 1 0 0 0 1 0 0 0 1]",7486,0.0,14.752251386642456,2t
WEISH15,10,0.8,"[1 0 0 0 1 0 1 0 1 0 1 1 1 0 0 1 0 1 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0 1 1 0 0
 0 1 0 0 1 1 0 0 0 0 1 1 1 1 1 0 0 0 1 0 0 0 1]",7486,0.0,14.56588053703308,2t
WEISH16,10,0.8,"[1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 1 0 1 1 0 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0
 1 0 0 0 1 1 0 0 0 0 1 1 1 0 0 1 1 1 0 0 0 1 0]",7273,0.0021950884895047,14.931504964828491,2t
WEISH16,10,0.8,"[1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 1 0 1 1 0 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0
 1 0 0 0 1 1 0 0 0 0 1 1 1 0 0 1 1 1 0 0 0 1 0]",7273,0.0021950884895047,14.898778438568115,2t
WEISH16,10,0.8,"[1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 1 0 1 1 0 1 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0
 1 0 0 0 0 1 0 0 0 0 1 1 1 1 0 1 1 1 0 1 0 1 0]",7272,0.0023322815200987,15.166038751602173,2t
WEISH17,10,0.8,"[1 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 0 0 0 1 0 1
 1 1 0 1 1 1 0 0 0 0 1 1 1 1 0 1 1 1 0 1 0 1 1]",8619,0.0016216842349125,16.730740070343018,2t
WEISH17,10,0.8,"[1 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 1 0 0 0 1 1 0
 1 1 0 1 1 1 0 0 0 0 1 1 1 1 0 1 1 1 1 1 0 1 0]",8633,0.0,15.949007272720335,2t
WEISH17,10,0.8,"[1 0 0 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 1 0 0
 1 1 0 1 1 1 0 0 0 0 1 1 1 1 0 1 1 1 1 1 0 1 1]",8614,0.0022008571759527,16.329948902130127,2t
WEISH18,10,0.8,"[1 1 0 1 1 0 1 0 0 0 1 1 1 0 1 1 1 1 1 0 0 0 1 0 1 0 0 1 0 1 1 0 1 0 1 0 0
 0 1 1 0 0 1 0 1 0 0 1 1 1 0 0 1 1 0 1 0 0 1 0 1 1 1 0 0 1 1 0 1 1]",9513,0.0069937369519832,21.34539794921875,2t
WEISH18,10,0.8,"[1 1 0 1 1 0 1 0 0 0 1 1 1 0 1 1 1 1 1 0 0 1 1 0 1 0 0 1 0 1 1 0 1 0 1 0 0
 0 0 1 0 1 1 0 0 0 0 1 1 1 0 1 1 0 1 1 0 0 1 0 1 1 1 0 0 1 1 0 1 1]",9540,0.0041753653444676,21.45083785057068,2t
WEISH18,10,0.8,"[1 1 0 1 1 0 1 0 0 0 1 1 1 0 1 1 1 1 0 0 1 1 1 0 1 0 0 0 0 1 1 0 1 0 1 0 0
 0 1 1 0 0 1 0 1 0 0 1 1 1 0 1 1 0 0 1 0 0 1 0 0 1 1 0 0 1 1 0 1 1]",9495,0.0088726513569937,21.40958023071289,2t
WEISH19,10,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0]",7610,0.0114315406599116,18.616554498672485,2t
WEISH19,10,0.8,"[1 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 1]",7660,0.0049363471031436,18.590733289718628,2t
WEISH19,10,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1]",7653,0.0058456742010911,18.85602593421936,2t
WEISH20,10,0.8,"[1 0 0 0 1 0 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 0 1 0 0 1 0 0 0 1 1 0 0 1 1 0 0
 0 1 0 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 0 0 1 1 0 1 1]",9421,0.003068783068783,20.205309629440308,2t
WEISH20,10,0.8,"[1 0 0 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0 0 1 1 0 0 1 0 0 0 1 1 0 0 0 1 0 0
 0 1 0 0 1 1 0 0 0 0 1 1 1 1 0 0 0 0 1 0 1 0 1 1 1 1 0 0 1 1 0 1 1]",9425,0.0026455026455026,20.19092011451721,2t
WEISH20,10,0.8,"[1 0 0 0 1 0 1 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 1 0 0 1 0 0 0 1 1 0 0 1 1 0 0
 0 1 0 0 1 1 0 0 0 0 1 1 1 1 0 0 0 0 1 0 1 0 1 1 1 1 0 0 1 1 0 1 1]",9450,0.0,20.36182284355164,2t
WEISH21,10,0.8,"[1 0 0 0 1 0 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 0 1 0 0 0 1 1 0 0 1 1 0 0
 0 1 0 0 1 1 0 0 0 0 1 1 1 1 1 0 0 0 1 0 1 0 1 1 1 1 0 0 1 1 0 0 1]",9024,0.0055102490632576,20.323086977005005,2t
WEISH21,10,0.8,"[1 0 0 0 1 0 1 0 1 0 1 1 1 0 0 1 0 1 1 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 1 0 0
 0 1 0 0 1 1 0 0 0 0 1 1 1 1 0 0 0 0 1 0 0 0 1 1 1 1 1 0 1 1 0 1 1]",9074,0.0,19.98665142059326,2t
WEISH21,10,0.8,"[1 0 0 0 1 0 1 0 1 0 1 1 1 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 0 1 0 0
 0 1 0 0 1 1 0 0 0 0 1 1 1 1 0 0 0 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1]",9051,0.0025347145690985,8730.616068124771,2t
WEISH22,10,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 1 1 1 0 0 1 0 0 1 1 0 1 1 1 0 1 1
 0 0 0 0 0 0]",8897,0.0055884654073991,27.30401062965393,2t
WEISH22,10,0.8,"[1 0 0 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 1 1 0 0 0 1 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1
 0 0 0 0 1 0]",8848,0.0110651615066502,24.82609796524048,2t
WEISH22,10,0.8,"[1 0 0 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 1 1 0 0 1 1 0 1 1
 0 0 0 0 0 0]",8861,0.0096121605007265,23.940367937088013,2t
WEISH23,10,0.8,"[1 0 1 1 1 0 0 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 0 1 1 0 1 0 1 0 0
 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1
 0 0 0 0 1 0]",8272,0.0086289549376797,25.25398540496826,2t
WEISH23,10,0.8,"[1 0 0 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1
 0 0 0 0 1 0]",8341,0.0003595397890699,27.05292010307312,2t
WEISH23,10,0.8,"[1 0 0 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1
 0 0 0 0 1 0]",8341,0.0003595397890699,26.8150098323822,2t
WEISH24,10,0.8,"[1 1 0 1 1 0 1 0 0 0 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 0 0 1 0 1 1 0 1 0 1 0 0
 0 1 1 0 1 1 0 1 0 0 1 1 1 0 1 1 0 0 1 0 0 1 0 1 1 1 0 0 1 1 0 1 1 0 0 1 0
 1 1 0 1 1 0]",10200,0.0019569471624266,30.797449350357056,2t
WEISH24,10,0.8,"[1 1 0 1 1 0 1 0 0 0 1 1 1 0 1 1 1 1 1 0 0 1 1 0 1 0 0 1 0 1 1 0 1 0 1 0 0
 0 1 1 0 1 1 0 1 0 0 1 1 1 0 1 1 0 1 1 0 0 1 0 1 1 1 0 0 1 1 0 1 1 0 0 1 0
 1 1 0 0 0 1]",10187,0.0032289628180039,31.70285940170288,2t
WEISH24,10,0.8,"[1 1 0 1 1 0 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 0 0 1 0 1 1 0 1 0 1 0 0
 0 1 1 0 1 1 0 1 0 0 1 1 1 0 1 1 0 0 1 0 0 1 0 1 1 1 0 0 1 1 0 1 1 0 0 1 0
 1 1 0 0 0 0]",10192,0.0027397260273972,33.21913480758667,2t
WEISH25,10,0.8,"[1 0 0 0 1 0 1 0 1 1 1 1 1 0 0 1 0 1 1 0 0 0 1 0 0 1 0 0 0 1 1 0 1 1 1 0 0
 0 1 0 0 1 1 0 0 0 0 1 1 1 1 1 0 0 0 1 0 1 0 1 1 1 1 0 0 1 1 0 1 1 0 0 1 1
 0 1 0 0 1 0]",9851,0.0088540094576919,30.22825312614441,2t
WEISH25,10,0.8,"[1 0 0 1 1 0 1 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 1 0 0 1 0 0 0 1 1 0 0 1 1 0 0
 0 1 0 0 1 1 0 0 0 0 1 1 1 1 0 0 0 0 1 0 0 0 1 1 1 1 0 0 1 1 0 1 1 0 0 1 1
 0 1 0 0 0 0]",9868,0.0071435758124559,29.162947177886963,2t
WEISH25,10,0.8,"[1 0 0 0 1 0 1 0 1 0 1 1 1 0 0 1 0 1 0 0 0 1 1 0 0 1 0 0 0 1 1 0 0 1 1 0 0
 0 1 0 0 1 1 0 0 0 0 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 0 0 1 1 0 1 1 0 0 1 1
 0 1 0 1 0 0]",9882,0.0057349833987322,29.91621947288513,2t
WEISH26,10,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 0 1
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 1 1 1 0 0 1 0 0 0 1 1 1 1 1 0 1 1
 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0]",9552,0.003338898163606,34.918899059295654,2t
WEISH26,10,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 1 0 1 0 0 0 1 1 1 0 0 1 0 0 0 1 0 1 1 1 0 1 1
 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0]",9537,0.0049040066777963,35.611055850982666,2t
WEISH26,10,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 0 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 1 1 0 1 1
 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0]",9423,0.0167988313856427,35.65358209609985,2t
WEISH27,10,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 1 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 1 1 1 0 0 1 0 0 0 1 1 1 1 1 0 1 1
 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0]",9677,0.0144617578164782,35.82021737098694,2t
WEISH27,10,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 1 1 1 1 0 1 0 1 0 1
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 1 1 0 0 0 1 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1
 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0]",9591,0.023220287198289,35.69965648651123,2t
WEISH27,10,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 0 1 1 0 1 1 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 1 1 1 0 1 1
 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0]",9689,0.0132396374376209,33.15134024620056,2t
WEISH28,10,0.8,"[1 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 1 1 0 1 1 1 0 1 1
 0 0 0 0 1 0 1 0 0 1 1 1 0 0 0 0]",9360,0.0139064475347661,35.26144576072693,2t
WEISH28,10,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1
 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0]",9492,0.0,35.364760875701904,2t
WEISH28,10,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1
 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0]",9454,0.0040033712600084,35.851886510849,2t
WEISH29,10,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1
 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0]",9410,0.0,35.62027406692505,2t
WEISH29,10,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1
 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0]",9410,0.0,35.678004026412964,2t
WEISH29,10,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 1 0 0 1 0 0 0 1 1 1 0 0 1 0 0 0 1 1 0 1 1 0 1 1
 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0]",9213,0.0209351753453772,35.493825912475586,2t
WEISH30,10,0.8,"[1 0 0 0 1 1 1 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 1 0 0 1 0 0 0 1 1 0 0 1 1 0 0
 0 1 0 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 0 1 1 0 1 1 0 0 1 1
 0 1 0 1 0 0 0 1 1 0 1 1 1 1 0 0]",11170,0.0018765079081404,40.36508560180664,2t
WEISH30,10,0.8,"[1 0 0 1 1 0 1 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 1 0 0 1 0 0 0 1 1 0 1 1 1 0 0
 0 1 1 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0 0 1 1
 0 1 0 1 0 0 0 1 1 0 1 1 1 1 0 0]",11161,0.0026807255830578,39.60071158409119,2t
WEISH30,10,0.8,"[1 0 0 1 1 0 1 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 1 0 0 1 0 0 0 1 1 0 0 1 1 0 0
 0 1 1 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1
 0 1 0 1 0 0 0 1 1 0 1 1 0 1 0 0]",11127,0.0057188812438566,50.10993313789368,2t
SENTO1,10,0.8,"[0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 1 0 1 1 0 0 0 1 0 1 0 0 1 0 0 0 1 0 0 1
 0 1 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 0 0 1 0]",7627,0.0186567164179104,29.308691263198853,2t
SENTO1,10,0.8,"[0 1 0 0 1 0 0 0 0 0 0 0 1 1 0 1 0 1 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 1
 0 1 0 1 0 0 1 0 1 1 0 0 0 0 0 1 0 0 1 0 0 1 0]",7597,0.0225167267112712,30.95797038078308,2t
SENTO1,10,0.8,"[0 1 0 0 1 0 0 1 0 0 1 0 1 1 0 1 0 1 1 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 1 0]",7739,0.0042460113226968,30.68093514442444,2t
SENTO2,10,0.8,"[0 1 0 1 1 0 0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 0 0 0 1 0 1 1
 0 1 0 1 0 1 0 1 1 1 1 0 0 0 0 1 0 0 1 1 0 1 0]",8708,0.0016051364365971,33.82982397079468,2t
SENTO2,10,0.8,"[0 1 0 0 1 0 0 1 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 0 1 0 1 1 1 1 0 0 0 1 0 1 1
 0 1 0 1 1 1 1 0 1 1 1 0 0 0 0 1 0 0 1 1 0 1 0]",8687,0.0040128410914927,32.92435622215271,2t
SENTO2,10,0.8,"[1 1 1 0 1 0 0 1 1 0 1 0 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1 0 0 1 1 0 1 1
 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 1 1 0 1 0]",8603,0.0136436597110754,32.101545095443726,2t
PB1,10,0.8,[1 0 0 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 0 1 1 0 1 1 1],3007,0.0268608414239482,4.233496427536011,2t
PB1,10,0.8,[1 1 1 1 0 0 1 0 1 1 0 0 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1],3021,0.0223300970873786,4.096442461013794,2t
PB1,10,0.8,[1 0 0 0 0 0 1 0 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1],3012,0.0252427184466019,5.510954856872559,2t
PB2,10,0.8,[1 1 0 1 0 0 0 1 1 0 1 1 1 0 0 1 0 1 0 0 1 1 1 0 1 0 0 1 0 1 0 1 0 1],3073,0.0354676710608914,7.6576879024505615,2t
PB2,10,0.8,[1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1],3056,0.0408035153797865,6.011891603469849,2t
PB2,10,0.8,[1 0 1 1 0 0 1 1 0 1 1 1 0 1 0 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1],3014,0.0539861895794099,8.367922067642212,2t
PB4,10,0.8,[1 1 1 0 0 1 1 1 0 1 1 1 0 0 1 1 1 0 0 1 0 0 0 1 0 0 0 0 0],93941,0.0128929892400806,4.970371961593628,2t
PB4,10,0.8,[1 1 1 0 0 1 1 1 0 1 1 1 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0],94801,0.003856338264963,5.316063404083252,2t
PB4,10,0.8,[1 1 1 1 0 1 1 0 0 0 1 1 0 0 1 0 0 1 1 1 0 0 0 0 0 0 0 0 0],92903,0.0238000168123739,5.880815505981445,2t
PB5,10,0.8,[0 1 1 0 0 1 0 0 0 1 0 0 0 1 1 1 0 1 0 1],2122,0.0079476390836839,2.752392053604126,2t
PB5,10,0.8,[1 1 1 1 0 1 0 0 0 1 0 1 0 0 1 0 0 1 0 0],2085,0.0252454417952314,3.1190054416656494,2t
PB5,10,0.8,[0 1 1 0 0 1 1 1 0 0 0 0 0 0 1 1 0 0 1 1],2068,0.0331930808789153,2.612853527069092,2t
PB6,10,0.8,"[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0
 0 0 1]",739,0.047680412371134,16.3952853679657,2t
PB6,10,0.8,"[0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 1]",776,0.0,13.585607290267944,2t
PB6,10,0.8,"[0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 1]",776,0.0,12.951347589492798,2t
PB7,10,0.8,[0 1 1 0 1 0 0 0 1 0 0 0 1 1 1 1 1 0 0 1 0 1 1 0 0 0 1 1 1 0 0 0 0 0 0 1 0],1016,0.0183574879227053,11.950684785842896,2t
PB7,10,0.8,[1 1 0 0 1 0 0 0 1 0 0 0 1 0 1 1 1 0 0 1 0 1 0 1 0 0 1 1 1 1 0 0 0 0 0 1 0],1033,0.0019323671497584,12.08542823791504,2t
PB7,10,0.8,[0 1 1 0 1 0 0 0 1 0 0 0 1 1 1 0 1 0 0 1 0 1 0 0 0 0 1 1 1 1 0 0 0 0 0 1 0],1011,0.0231884057971014,11.94873046875,2t
HP1,10,0.8,[1 0 0 1 0 0 0 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1],3366,0.0152135751901696,3.9195363521575928,2t
HP1,10,0.8,[1 0 0 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1],3311,0.0313048566413107,3.938146829605103,2t
HP1,10,0.8,[1 1 0 1 1 0 0 1 0 1 0 0 0 0 1 0 0 1 1 1 1 0 1 1 1 1 1 1],3401,0.0049736688121708,4.144011974334717,2t
HP2,10,0.8,[0 0 1 0 1 1 0 1 1 0 1 1 1 0 1 1 1 0 0 1 1 1 0 1 0 1 0 0 1 1 1 0 1 1 1],3097,0.0279347143753923,5.959651231765747,2t
HP2,10,0.8,[1 0 0 0 1 1 1 0 1 0 1 1 0 0 1 1 0 0 0 1 1 1 0 1 0 1 1 0 1 0 1 1 1 1 1],3025,0.0505335844318895,5.981093645095825,2t
HP2,10,0.8,[1 0 1 0 0 1 0 0 1 0 1 1 0 0 0 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1 0 1],3066,0.0376647834274952,5.721206903457642,2t
WEING1,5,0.9,[0 0 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 0 0 0 1 0 1 1 0 0 1 0],138867,0.0170656436246266,1.9671199321746824,2t
WEING1,5,0.9,[0 0 1 0 1 1 1 1 0 1 1 0 0 1 1 0 0 0 0 0 1 1 1 1 0 0 1 0],139187,0.0148006058975919,2.0911688804626465,2t
WEING1,5,0.9,[1 0 0 0 1 1 1 1 0 1 1 1 1 1 1 0 1 0 0 0 1 1 1 1 0 1 1 0],127523,0.0973612310480046,2.194740533828736,2t
