CONJUNTO,AMOSTRAS,PORCENTAGEM,VETOR,CUSTO,GAP,TIME,VIZINHOS
WEISH25,5,0.8,"[1 0 0 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0 0 1 1 0 0 1 0 0 0 1 1 0 1 0 1 0 0
 0 1 0 0 1 1 0 0 0 0 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 1 1 0 1 1 0 0 1 0 0 1 1
 0 1 0 1 0 0]",9789,0.0150920615756112,14.855179786682127,2t
WEISH25,5,0.8,"[1 0 0 0 1 0 1 0 1 1 1 1 1 0 0 1 0 1 1 0 0 0 1 0 0 1 0 0 0 1 1 0 1 1 1 0 0
 0 1 0 0 1 1 0 0 0 0 1 1 1 1 1 0 0 0 1 0 1 0 1 1 1 1 0 0 1 1 0 1 1 0 0 1 1
 0 1 0 0 1 0]",9851,0.0088540094576919,14.728660583496094,2t
WEISH26,5,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 0 1 1 0 1 1 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1
 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0]",9515,0.0071994991652754,17.23210620880127,2t
WEISH26,5,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 0 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 1 1 1 1 0 1 1
 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0]",9468,0.0121035058430717,17.72422504425049,2t
WEISH26,5,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 0 1 1 0 1 1 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1
 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0]",9515,0.0071994991652754,17.8316593170166,2t
WEISH27,5,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 1 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 1 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1
 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0]",9721,0.009980649760668,18.28024959564209,2t
WEISH27,5,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 1 0 0 1 0 0 0 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 0 1 1 1 0 1 1
 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0]",9773,0.0046847947856197,18.001923084259033,2t
WEISH27,5,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 1 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 0 1 1 1 0 1 1
 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0]",9601,0.0222018535492412,17.87949538230896,2t
WEISH28,5,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 1 1 1 0 0 1 0 0 0 1 0 1 1 1 0 1 1
 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0]",9469,0.0024230931310577,17.67768406867981,2t
WEISH28,5,0.8,"[1 0 1 1 0 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 1 1 1 0 0 1 0 0 1 1 0 0 1 1 0 1 1
 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0]",9271,0.0232827644332069,18.09004306793213,2t
WEISH28,5,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1
 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0]",9492,0.0,17.569160223007202,2t
WEISH29,5,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 1 1 1 0 0 1 0 0 1 1 0 1 0 1 0 1 1
 0 0 0 0 1 0 1 0 0 1 1 1 0 0 0 0]",9233,0.0188097768331562,17.684080123901367,2t
WEISH29,5,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 1 1 1 0 1 1 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 1 0 1 1 0 1 1
 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0]",9246,0.0174282678002125,17.36059021949768,2t
WEISH29,5,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0 1 0 0 1 1 0 1 1
 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0]",9372,0.0040382571732199,17.75443983078003,2t
WEISH30,5,0.8,"[1 0 0 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0 0 1 1 0 0 1 0 0 0 1 1 0 1 1 1 0 0
 0 1 0 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0 0 1 1
 0 1 0 0 1 0 0 1 1 0 1 1 1 1 0 1]",11148,0.0038423733357162,20.09747004508972,2t
WEISH30,5,0.8,"[1 0 0 1 1 0 1 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 1 0 0 1 0 0 0 1 1 0 0 1 1 0 0
 0 1 0 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1
 0 1 0 1 0 0 0 1 0 0 1 1 1 1 0 0]",11130,0.0054508086855508,19.704261541366577,2t
WEISH30,5,0.8,"[1 0 0 1 1 1 1 0 1 1 1 1 1 0 0 1 0 1 1 0 0 1 1 0 0 1 0 0 0 1 1 0 1 1 1 0 0
 0 1 0 0 1 1 0 0 0 0 1 1 1 1 1 0 1 0 1 0 1 0 1 1 1 1 1 0 1 1 0 1 1 0 0 1 1
 0 1 0 0 0 0 0 1 0 0 1 1 1 1 0 0]",11132,0.0052720936466803,19.565395832061768,2t
SENTO1,5,0.8,"[0 1 0 0 1 0 0 1 1 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 1 1
 0 1 0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 1 1 0 1 0]",7254,0.0666495110653628,11.989265203475952,2t
SENTO1,5,0.8,"[0 1 0 0 1 0 0 1 0 0 0 0 1 1 0 1 0 1 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 1 1
 0 1 0 0 0 1 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 1 0]",7758,0.0018013381369016,14.060065984725952,2t
SENTO1,5,0.8,"[0 1 0 0 1 0 0 1 0 0 1 0 1 1 0 1 0 1 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 1 1
 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 1 0]",7443,0.0423314462171899,13.81298851966858,2t
SENTO2,5,0.8,"[0 1 0 1 1 0 0 1 1 0 0 0 1 1 0 1 1 1 1 1 1 0 0 0 1 0 1 1 0 1 0 0 0 1 1 1 1
 0 1 0 1 0 1 1 0 1 1 1 0 0 0 0 1 0 0 1 1 0 1 0]",8690,0.0036688832836505,14.672484636306764,2t
SENTO2,5,0.8,"[0 1 0 1 1 0 0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 0 0 0 1 0 1 1 0 1 1 0 0 1 0 1 1
 0 1 0 1 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 1 0]",8683,0.004471451501949,14.561628341674805,2t
SENTO2,5,0.8,"[0 1 0 1 1 0 0 1 0 0 0 0 1 1 1 1 1 1 1 0 1 0 0 0 1 1 1 1 0 1 0 0 0 1 0 1 1
 0 1 0 1 0 1 1 1 1 1 1 0 0 0 0 1 0 0 1 1 0 1 0]",8699,0.0026370098601238,14.909432411193848,2t
PB1,5,0.8,[1 1 0 1 1 0 1 0 1 1 1 0 0 1 0 0 1 1 0 1 0 1 0 0 1 0 1],3037,0.0171521035598705,1.6169588565826416,2t
PB1,5,0.8,[1 0 0 0 1 1 1 0 0 1 0 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1],2986,0.0336569579288025,1.656249761581421,2t
PB1,5,0.8,[1 1 1 1 0 0 1 1 1 1 1 0 1 0 1 0 1 1 0 1 0 1 1 1 1 1 1],3042,0.0155339805825242,1.5757570266723633,2t
PB2,5,0.8,[1 0 0 1 1 0 1 1 0 0 1 0 0 1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 0 1 0 1 1 1],3000,0.0583804143126177,2.547419548034668,2t
PB2,5,0.8,[1 0 1 1 1 1 0 1 0 1 1 0 0 0 1 0 0 1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 0 1],3061,0.0392341494036409,2.58259391784668,2t
PB2,5,0.8,[1 1 0 1 0 0 0 1 0 0 1 1 1 0 0 0 0 1 0 0 1 1 1 0 0 1 0 1 1 1 0 0 1 1],3066,0.0376647834274952,2.42169451713562,2t
PB4,5,0.8,[1 1 1 0 0 1 0 1 0 0 1 1 0 1 1 1 1 1 1 0 1 1 0 0 1 0 0 0 0],91000,0.0437962340282447,1.782386064529419,2t
PB4,5,0.8,[1 1 1 0 1 1 1 1 0 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 0 0 0 0],90909,0.0447524377942165,1.748154878616333,2t
PB4,5,0.8,[1 1 1 1 0 1 0 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 0 0 0 0],90615,0.0478417114996637,1.723792552947998,2t
PB5,5,0.8,[0 1 1 0 0 1 0 0 0 1 0 0 0 1 1 1 0 1 0 1],2122,0.0079476390836839,0.8508155345916748,2t
PB5,5,0.8,[1 1 1 1 0 1 0 0 1 0 0 0 0 0 1 0 1 1 0 0],2068,0.0331930808789153,0.8933815956115723,2t
PB5,5,0.8,[1 1 1 1 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1],2076,0.0294530154277699,0.8140392303466797,2t
PB6,5,0.8,"[1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0
 0 1 0]",762,0.018041237113402,5.5848119258880615,2t
PB6,5,0.8,"[0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 1 0
 0 0 1]",739,0.047680412371134,5.823981046676636,2t
PB6,5,0.8,"[0 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 1]",776,0.0,5.651219129562378,2t
PB7,5,0.8,[0 1 1 1 1 0 0 0 1 0 1 0 1 0 1 0 0 0 0 1 1 1 1 1 0 0 1 1 1 0 0 0 0 0 0 1 0],1014,0.0202898550724637,5.180076360702515,2t
PB7,5,0.8,[0 1 1 0 1 0 0 0 1 1 0 0 1 1 1 1 1 0 0 1 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0],1000,0.0338164251207729,5.137928485870361,2t
PB7,5,0.8,[0 1 0 1 1 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 1 1 0 1 0 0 1 1 0 1 0 0 0 1 0 1 0],965,0.0676328502415458,5.117857694625855,2t
HP1,5,0.8,[1 0 1 1 1 1 1 1 0 0 1 0 1 1 1 1 0 1 1 0 1 0 0 0 1 1 1 1],3309,0.0318899941486249,1.5330376625061035,2t
HP1,5,0.8,[1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 0 0 1 1 1],3337,0.0236980690462258,1.446000576019287,2t
HP1,5,0.8,[1 1 1 1 1 0 1 1 0 0 1 1 0 1 0 1 1 1 1 1 1 0 1 1 0 1 0 1],3329,0.0260386190754827,1.5056707859039309,2t
HP2,5,0.8,[0 0 1 0 0 1 0 1 1 1 1 1 0 0 1 1 0 0 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1],3075,0.0348399246704331,2.239001750946045,2t
HP2,5,0.8,[0 0 1 1 1 1 0 0 1 0 1 1 0 0 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1],3013,0.054300062774639,2.144137144088745,2t
HP2,5,0.8,[0 0 1 1 0 1 0 0 1 1 0 1 1 0 0 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 0 1],3038,0.0464532328939108,2.2215020656585693,2t
WEING1,10,0.8,[0 0 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 0 1 1 0],132099,0.0649711915514092,3.464804649353028,2t
WEING1,10,0.8,[0 0 1 0 1 1 1 1 0 1 1 0 1 1 1 0 1 0 0 1 1 0 1 1 0 0 1 0],137862,0.0241792777360947,3.5088202953338623,2t
WEING1,10,0.8,[0 0 1 0 0 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 0 1 1 0 1 1 0],131989,0.0657497982700774,3.491924524307251,2t
WEING2,10,0.8,[0 0 0 0 1 1 1 1 0 1 0 1 1 1 0 0 1 0 0 0 1 1 1 1 0 0 1 0],120266,0.081118250651345,3.3492109775543213,2t
WEING2,10,0.8,[0 0 0 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 0],117360,0.1033212869509409,3.3309714794158936,2t
WEING2,10,0.8,[0 0 1 0 0 1 1 1 0 1 0 0 0 1 0 0 1 0 1 0 1 0 1 1 0 1 1 0],124835,0.0462092097522214,3.2933411598205566,2t
WEING3,10,0.8,[0 0 0 0 0 0 1 1 0 1 0 1 1 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0],87895,0.0813361622960586,2.926970958709717,2t
WEING3,10,0.8,[0 0 0 0 1 0 0 1 0 1 0 0 1 1 1 1 1 0 1 0 1 0 0 0 0 0 1 0],90137,0.0579031533179343,2.977508306503296,2t
WEING3,10,0.8,[0 0 0 0 0 0 1 1 0 1 0 1 1 1 1 0 1 0 1 0 1 0 0 1 0 0 0 0],87024,0.0904397086029035,2.9822473526000977,2t
WEING4,10,0.8,[0 0 1 0 1 0 1 1 0 1 0 1 0 1 0 0 1 0 0 1 0 1 1 1 0 1 1 0],119088,0.0020865280675733,3.25492262840271,2t
WEING4,10,0.8,[0 1 1 0 1 0 1 1 0 1 0 1 0 1 1 0 1 0 0 1 0 0 1 1 0 1 1 0],117122,0.0185608822075299,3.26605486869812,2t
WEING4,10,0.8,[0 0 1 0 1 0 1 1 0 1 0 0 1 1 0 0 0 0 0 1 0 1 1 1 1 1 1 0],115633,0.0310381524590026,3.321619272232056,2t
WEING5,10,0.8,[0 0 0 0 0 0 1 1 1 1 1 0 1 1 0 0 0 0 1 0 1 0 1 0 0 0 1 0],92753,0.0611664439855864,3.0528931617736816,2t
WEING5,10,0.8,[0 0 0 0 0 0 0 1 1 1 0 0 1 1 1 0 1 0 0 0 1 0 1 1 0 0 1 0],92352,0.065225312765699,3.1135523319244385,2t
WEING5,10,0.8,[0 0 0 0 0 0 1 1 0 1 1 0 1 1 0 0 0 0 0 0 1 0 1 1 0 0 0 0],94628,0.0421879428316935,3.0669872760772705,2t
WEING6,10,0.8,[0 0 0 0 1 1 1 1 0 1 0 1 1 1 0 0 0 1 1 0 1 0 1 1 0 1 1 0],121051,0.0732795908836881,3.284609079360962,2t
WEING6,10,0.8,[1 0 0 0 1 1 1 1 0 1 1 0 1 1 1 0 1 0 0 1 1 0 1 1 0 0 1 0],117253,0.1023556341532501,3.372000217437744,2t
WEING6,10,0.8,[0 0 1 0 1 1 1 1 0 1 1 0 1 1 0 0 1 0 0 1 1 0 0 0 0 0 1 0],121085,0.0730192998170306,3.341458559036255,2t
WEING7,10,0.8,"[1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 0 1 1 1 1 1 1 0 0 0 1 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0]",1094546,0.0008206710514904,68.28361773490906,2t
WEING7,10,0.8,"[1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 0 1 0 0 0 0 0 0 0 0]",1093770,0.0015290589669038,67.52626252174377,2t
WEING7,10,0.8,"[1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0]",1094897,0.0005002533217094,70.38191890716553,2t
WEING8,10,0.8,"[1 1 0 0 1 1 0 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 0
 1 0 1 0 1 0 1 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",606243,0.0289531473493518,45.8957109451294,2t
WEING8,10,0.8,"[1 1 0 1 1 1 0 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1 0 1 1 1 0
 1 0 1 1 1 0 1 1 1 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",588928,0.0566873665545978,45.48157978057861,2t
WEING8,10,0.8,"[1 1 0 1 1 1 0 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 1 0 1 1 0 1
 1 0 1 1 1 0 1 0 1 0 1 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",582903,0.0663378817559613,46.07173275947571,2t
WEISH01,10,0.8,[1 1 1 0 1 0 1 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1],4483,0.0155906895037329,4.18274712562561,2t
WEISH01,10,0.8,[1 0 0 1 1 0 1 0 0 0 1 1 1 0 1 1 0 1 0 0 1 1 1 0 0 0 0 0 0 0],4480,0.0162494510320597,3.671680688858032,2t
WEISH01,10,0.8,[1 1 0 1 1 0 1 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1],4554,0.0,4.055834293365479,2t
WEISH02,10,0.8,[1 1 0 1 1 0 1 0 0 0 1 1 1 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0],4536,0.0,3.868093013763428,2t
WEISH02,10,0.8,[1 1 0 1 1 0 1 0 0 0 1 1 1 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0],4536,0.0,3.8337841033935542,2t
WEISH02,10,0.8,[1 1 0 1 1 0 1 0 0 0 1 1 1 0 0 1 1 1 1 0 0 1 1 0 0 0 0 0 0 0],4536,0.0,3.875134229660034,2t
WEISH03,10,0.8,[1 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 1],4115,0.0,3.2281064987182617,2t
WEISH03,10,0.8,[1 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 1],4115,0.0,3.332484483718872,2t
WEISH03,10,0.8,[1 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 1],4115,0.0,3.312783718109131,2t
WEISH04,10,0.8,[1 0 0 0 1 0 1 0 1 0 1 1 1 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1],4561,0.0,3.2691662311553955,2t
WEISH04,10,0.8,[1 0 0 0 1 0 1 0 1 0 1 1 1 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1],4561,0.0,3.3036506175994877,2t
WEISH04,10,0.8,[1 0 0 0 1 0 1 0 1 0 1 1 1 0 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 1],4561,0.0,3.250506401062012,2t
WEISH05,10,0.8,[1 0 0 0 1 0 1 0 1 0 1 1 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 1],4460,0.0119627824545857,3.2614221572875977,2t
WEISH05,10,0.8,[1 0 0 0 1 0 1 0 0 0 1 1 1 0 0 1 0 1 1 0 0 0 1 0 0 1 0 0 0 1],4514,0.0,3.224848985671997,2t
WEISH05,10,0.8,[1 0 0 0 1 0 1 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1],4451,0.01395657953035,3.339970588684082,2t
WEISH06,10,0.8,"[1 1 0 1 1 0 1 0 0 0 1 1 1 0 0 1 1 1 0 0 0 1 1 0 0 0 0 1 0 1 1 0 1 0 1 0 0
 0 0 0]",5517,0.0071981284865934,6.562913656234741,2t
WEISH06,10,0.8,"[1 1 0 1 1 0 1 0 0 0 1 1 1 0 1 1 0 1 1 0 0 1 1 0 1 0 0 1 0 1 1 0 0 0 0 0 0
 0 0 1]",5513,0.0079179413352528,6.639126539230347,2t
WEISH06,10,0.8,"[1 1 0 1 1 0 1 0 0 0 1 1 1 0 1 1 1 1 0 0 1 0 1 0 1 0 0 0 0 1 1 0 0 0 1 0 0
 0 0 0]",5484,0.0131365844880331,6.546416997909546,2t
WEISH07,10,0.8,"[1 1 0 1 1 0 1 0 0 0 1 1 1 0 1 1 1 1 0 0 0 1 1 0 0 0 0 0 0 1 1 0 1 0 1 0 0
 0 0 0]",5523,0.0079037183402191,6.455320358276367,2t
WEISH07,10,0.8,"[1 1 0 1 1 0 1 0 0 0 1 1 1 0 1 1 0 1 1 1 0 1 1 0 1 0 0 0 0 1 1 0 0 0 1 0 0
 0 0 0]",5530,0.0066463086042751,6.456262111663818,2t
WEISH07,10,0.8,"[1 1 0 1 1 0 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 1 0 0
 0 0 0]",5542,0.0044907490569426,6.318668842315674,2t
WEISH08,10,0.8,"[1 1 0 1 1 0 1 0 0 0 1 1 1 0 1 1 0 1 1 1 0 1 1 0 1 0 0 0 0 1 1 0 0 0 1 0 0
 0 0 1]",5566,0.0069580731489741,6.532198905944824,2t
WEISH08,10,0.8,"[1 1 0 1 1 0 1 0 0 0 1 1 1 0 1 1 1 1 1 0 0 0 1 0 1 0 0 0 0 1 1 1 1 0 1 0 0
 0 0 0]",5542,0.0112399643175735,6.5748045444488525,2t
WEISH08,10,0.8,"[1 1 0 1 1 0 1 0 0 0 1 1 1 0 1 1 1 1 1 0 1 0 1 0 0 0 0 0 0 1 1 0 1 0 1 0 0
 0 0 0]",5542,0.0112399643175735,6.545984983444214,2t
WEISH09,10,0.8,"[1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0
 1 0 0]",5246,0.0,6.236680030822754,2t
WEISH09,10,0.8,"[1 0 0 0 1 0 1 1 0 0 1 1 1 0 0 1 0 1 1 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0
 1 0 0]",5246,0.0,6.151530981063843,2t
WEISH09,10,0.8,"[1 0 0 0 0 0 1 0 0 0 1 1 1 0 0 1 0 1 1 0 1 1 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0
 1 0 0]",4941,0.0581395348837209,6.196424245834351,2t
WEISH10,10,0.8,"[1 0 0 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1]",6339,0.0,9.872838735580444,2t
WEISH10,10,0.8,"[1 0 1 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1]",6338,0.0001577535888941,9.944798231124878,2t
WEISH10,10,0.8,"[1 0 0 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1]",6339,0.0,9.83979845046997,2t
WEISH11,10,0.8,"[1 0 0 1 0 0 1 0 0 0 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 0 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1]",5624,0.0033670033670033,9.244666576385498,2t
WEISH11,10,0.8,"[1 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 0 0 1 0 0 0 0 1 1 1]",5643,0.0,9.238404273986816,2t
WEISH11,10,0.8,"[1 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 0 0 1 0 0 0 0 1 1 1]",5643,0.0,9.384426832199097,2t
WEISH12,10,0.8,"[1 0 0 1 1 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1]",6339,0.0,9.616018772125244,2t
