CONJUNTO,AMOSTRAS,PORCENTAGEM,VETOR,CUSTO,GAP,TIME,PARTS,N_GENETIC_OUTPUT,CHANCE_OF_MUTATION
WEING7,10,0.8,"[0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0
 0 1 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 1 1 1 1 0 1 0 1 0 0 0 1 0
 0 0 1 0 0 0 0 1 0 0 1 0 0 1 0 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0]",510776,0.5337273893257991,0.15728068351745605,2,5,0.5
WEING8,10,0.8,"[1 1 0 1 0 0 0 0 0 0 0 0 0 1 1 1 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
 1 0 1 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0]",430498,0.31045186835576044,0.3497025966644287,2,5,0.5
WEING8,10,0.8,"[1 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0
 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 1
 1 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",258243,0.5863604983990556,0.031332969665527344,2,5,0.5
WEING8,10,0.8,"[0 0 0 0 1 0 0 0 0 1 0 1 1 0 1 1 1 0 0 0 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0]",343204,0.4502746192251077,0.16466689109802246,2,5,0.5
WEING8,10,0.8,"[0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 1 1 0 1 0 1 1 1 0 1 0 1 1 0 0 0 0 0 0 1 0 0
 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]",391781,0.37246663965056326,0.3342704772949219,2,5,0.5
WEING8,10,0.8,"[1 1 0 1 0 1 0 0 0 1 0 0 0 1 1 0 1 0 0 0 1 0 1 0 1 1 1 0 0 0 0 0 0 0 1 1 0
 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]",453200,0.2740890474260754,0.3628687858581543,2,5,0.5
WEISH01,10,0.8,[1 1 0 1 1 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 1 0 1],4366,0.041282389108476064,0.13991045951843262,2,5,0.5
WEISH01,10,0.8,[1 0 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 1 0 1 0 0 1 1 0 0 0 0 0],3060,0.32806324110671936,0.06874966621398926,2,5,0.5
WEISH01,10,0.8,[1 1 0 0 1 0 0 1 0 1 1 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0],3524,0.2261747913921827,0.12514662742614746,2,5,0.5
WEISH01,10,0.8,[1 0 0 0 0 0 1 0 1 1 1 1 1 0 1 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0],3861,0.15217391304347827,0.10871767997741699,2,5,0.5
WEISH01,10,0.8,[0 0 0 0 0 0 1 1 0 0 0 1 1 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 1],2775,0.3906455862977602,0.016629934310913086,2,5,0.5
WEISH02,10,0.8,[0 1 0 0 0 0 1 0 1 0 1 1 1 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1],3305,0.27138447971781304,0.13493061065673828,2,5,0.5
WEISH02,10,0.8,[0 1 0 0 1 0 0 1 0 1 0 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0],3066,0.32407407407407407,0.07649016380310059,2,5,0.5
WEISH02,10,0.8,[1 0 0 0 1 0 1 0 0 0 1 1 1 0 0 1 0 1 0 1 0 0 1 1 0 1 0 0 0 0],4180,0.07848324514991181,0.16253185272216797,2,5,0.5
WEISH02,10,0.8,[1 0 1 1 0 0 1 0 0 0 1 1 1 0 1 1 0 1 1 0 0 0 1 0 0 0 0 1 0 1],4252,0.06261022927689594,0.10714268684387207,2,5,0.5
WEISH02,10,0.8,[0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 1 0 0 1 0 0 1 1 0 0 0 0 1 1],3528,0.2222222222222222,0.09698295593261719,2,5,0.5
WEISH03,10,0.8,[0 0 0 1 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 1 0],3370,0.181044957472661,0.13291406631469727,2,5,0.5
WEISH03,10,0.8,[1 0 0 1 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0],3513,0.1462940461725395,0.13692975044250488,2,5,0.5
WEISH03,10,0.8,[1 1 1 1 0 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1],3761,0.08602673147023086,0.10423755645751953,2,5,0.5
WEISH03,10,0.8,[1 0 0 1 0 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 1 1 0 0 0 0],3662,0.11008505467800729,0.19472146034240723,2,5,0.5
WEISH03,10,0.8,[1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 1 0 0 0 1 0 1 0],2323,0.43547995139732687,0.0275421142578125,2,5,0.5
WEISH04,10,0.8,[1 0 0 1 1 0 1 1 0 0 1 0 0 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0],2920,0.35978951984213986,0.10146689414978027,2,5,0.5
WEISH04,10,0.8,[1 0 0 0 1 1 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1],4169,0.08594606445954835,0.11775994300842285,2,5,0.5
WEISH04,10,0.8,[1 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 1 0 0],3179,0.30300372725279545,0.0961449146270752,2,5,0.5
WEISH04,10,0.8,[1 0 0 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 0 1],4497,0.014032010524007894,0.12190866470336914,2,5,0.5
WEISH04,10,0.8,[0 0 0 0 1 0 0 0 0 1 1 1 0 0 1 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1],3166,0.30585397939048453,0.07091426849365234,2,5,0.5
WEISH05,10,0.8,[0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1],1839,0.5926007975188303,0.0438685417175293,2,5,0.5
WEISH05,10,0.8,[1 0 0 0 1 0 1 0 0 1 1 1 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0],4143,0.08218874612317235,0.1325364112854004,2,5,0.5
WEISH05,10,0.8,[1 0 0 0 1 0 1 0 0 1 1 1 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 1],4030,0.1072219760744351,0.19463849067687988,2,5,0.5
WEISH05,10,0.8,[0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 0 1],2646,0.41382365972529905,0.06497383117675781,2,5,0.5
WEISH05,10,0.8,[1 0 0 1 1 0 1 0 1 0 1 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1],3887,0.13890119627824546,0.17179274559020996,2,5,0.5
WEISH06,10,0.8,"[1 0 1 0 0 0 1 0 0 0 1 1 0 0 1 0 0 0 0 1 0 1 0 0 1 1 0 0 0 0 1 0 1 0 1 0 0
 1 1 0]",3609,0.3505488572971028,0.09351253509521484,2,5,0.5
WEISH06,10,0.8,"[1 0 0 0 0 0 1 0 0 0 1 1 1 0 0 1 0 0 1 0 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0
 1 1 1]",4782,0.13946373942774878,0.17470622062683105,2,5,0.5
WEISH06,10,0.8,"[1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 1 0 1 1 0 0 1 0 0 0 1 1 1 0 0 0 1 0
 0 1 0]",4821,0.13244556415332015,0.3580050468444824,2,5,0.5
WEISH06,10,0.8,"[1 0 0 0 0 0 0 0 0 1 1 1 1 0 1 1 0 0 1 1 0 0 1 0 1 0 1 0 0 1 1 0 0 0 0 0 1
 0 0 0]",4331,0.22062263811409033,0.2052750587463379,2,5,0.5
WEISH06,10,0.8,"[0 1 0 1 1 0 0 0 1 0 1 1 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 1 1 0 0
 0 0 0]",4424,0.20388698938276048,0.10978865623474121,2,5,0.5
WEISH07,10,0.8,"[1 0 0 0 1 0 0 0 0 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1
 0 1 1]",4015,0.2787857014550027,0.1475687026977539,2,5,0.5
WEISH07,10,0.8,"[1 0 0 0 1 0 1 0 1 0 1 1 1 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 1 0 1 1 1 1 1 0 0
 0 0 0]",4621,0.1699299443147117,0.2244124412536621,2,5,0.5
WEISH07,10,0.8,"[0 0 0 1 0 0 0 0 1 1 1 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 0 0]",1994,0.6418178552182504,0.06280851364135742,2,5,0.5
WEISH07,10,0.8,"[1 1 0 1 1 0 1 0 0 0 1 1 1 0 0 1 0 0 0 1 1 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0
 0 1 0]",5237,0.059277887551643614,0.2934684753417969,2,5,0.5
WEISH07,10,0.8,"[1 0 1 1 1 0 1 0 0 1 1 1 1 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0
 0 1 0]",5042,0.09430573019579666,0.262509822845459,2,5,0.5
WEISH08,10,0.8,"[0 0 0 0 0 0 1 0 0 1 1 1 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0
 1 0 0]",3944,0.29634255129348797,0.1446242332458496,2,5,0.5
WEISH08,10,0.8,"[1 1 0 1 0 0 1 0 0 0 1 1 1 0 0 1 0 1 0 1 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0
 0 1 1]",5184,0.07511150758251561,0.34595227241516113,2,5,0.5
WEISH08,10,0.8,"[1 1 0 1 0 0 1 1 1 0 1 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 0 1 0 1 1 1 0 0 1 0 0
 0 0 1]",5014,0.10544157002676181,0.3973116874694824,2,5,0.5
WEISH08,10,0.8,"[1 0 0 1 0 0 1 0 0 1 1 1 1 0 0 0 0 0 0 1 0 1 1 0 1 1 0 0 0 1 1 1 0 0 1 1 0
 0 0 0]",4780,0.1471900089206066,0.2891826629638672,2,5,0.5
WEISH08,10,0.8,"[1 0 0 1 1 0 1 0 0 1 1 1 1 0 0 0 0 1 0 1 0 0 1 0 1 0 0 1 0 1 1 0 0 0 0 0 0
 0 0 1]",5150,0.08117752007136485,0.22577548027038574,2,5,0.5
WEISH09,10,0.8,"[0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0
 0 0 0]",2905,0.44624475791078916,0.01571512222290039,2,5,0.5
WEISH09,10,0.8,"[0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0]",3014,0.42546702249332824,0.011590242385864258,2,5,0.5
WEISH09,10,0.8,"[1 0 0 0 1 0 1 0 0 0 1 1 1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 1
 1 0 0]",4435,0.1545939763629432,0.25269603729248047,2,5,0.5
WEISH09,10,0.8,"[1 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 1 1 0 0 0 1 1 0
 1 0 0]",4108,0.21692718261532595,0.13888978958129883,2,5,0.5
WEISH09,10,0.8,"[0 0 0 0 0 0 1 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 1 0 1
 0 0 0]",3518,0.3293938238658025,0.09932875633239746,2,5,0.5
WEISH10,10,0.8,"[0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1 0
 0 1 1 0 0 1 1 0 0 0 0 1 1]",3813,0.3984855655466162,0.16439294815063477,2,5,0.5
WEISH10,10,0.8,"[1 0 0 0 0 0 1 0 0 0 1 1 0 1 0 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 0 0]",3897,0.3852342640795078,0.10290646553039551,2,5,0.5
WEISH10,10,0.8,"[1 0 0 1 0 0 0 0 1 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 1 0 0 0 0
 0 0 1 0 0 1 0 0 1 0 0 1 1]",4750,0.25067045275280014,0.24935555458068848,2,5,0.5
WEISH10,10,0.8,"[1 0 1 0 1 0 1 0 0 1 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 1
 0 0 0 0 0 0 0 0 0 0 0 1 0]",2549,0.5978861019088184,0.04217696189880371,2,5,0.5
WEISH10,10,0.8,"[1 0 1 1 0 0 0 0 0 0 1 1 1 1 0 0 0 1 0 0 1 1 1 0 0 1 1 0 0 1 1 0 1 1 1 1 0
 0 0 0 0 0 0 0 0 0 0 1 0 1]",5644,0.1096387442814324,0.36469030380249023,2,5,0.5
WEISH11,10,0.8,"[1 0 0 1 0 0 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 1 1 0 0 0 0 0 0 0 1]",3929,0.303739145844409,0.1140139102935791,2,5,0.5
WEISH11,10,0.8,"[0 0 1 0 0 0 1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0
 0 0 1 0 0 0 0 0 0 0 1 0 1]",3474,0.3843700159489633,0.14260339736938477,2,5,0.5
WEISH11,10,0.8,"[0 0 0 1 1 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0
 0 0 1 0 1 0 0 0 0 0 0 1 1]",3802,0.3262449051922736,0.1593484878540039,2,5,0.5
WEISH11,10,0.8,"[1 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0
 0 0 1 0 0 0 0 0 0 0 1 1 1]",4756,0.1571858940279993,0.3890559673309326,2,5,0.5
WEISH11,10,0.8,"[1 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0 1 1 1 0 0
 0 0 0 1 1 0 0 0 0 0 0 1 1]",3993,0.29239766081871343,0.4514150619506836,2,5,0.5
WEISH12,10,0.8,"[1 0 0 1 1 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 1 0 1 0 1 1 0 0 0
 0 1 0 0 0 1 0 0 0 0 1 1 1]",5918,0.06641426092443603,0.3814725875854492,2,5,0.5
WEISH12,10,0.8,"[0 0 0 1 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 1 0 0 1
 0 0 0 0 0 0 0 0 0 0 1 0 0]",2865,0.5480359678182679,0.021821022033691406,2,5,0.5
WEISH12,10,0.8,"[0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0
 0 0 1 1 0 0 0 0 1 0 1 1 0]",4472,0.2945259504653731,0.13429784774780273,2,5,0.5
WEISH12,10,0.8,"[1 0 0 1 0 0 1 0 1 0 1 1 1 1 0 0 0 1 0 1 1 1 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0
 0 0 0 0 0 0 1 0 0 0 1 1 1]",5342,0.1572803281274649,0.4131145477294922,2,5,0.5
WEISH12,10,0.8,"[1 0 0 1 1 0 0 1 0 0 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1
 0 1 0 1 0 1 0 0 0 0 0 1 1]",5122,0.1919861176841773,0.2423691749572754,2,5,0.5
WEISH13,10,0.8,"[0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 1 0 0 0 1 0 1 0 0 1 1 1 0 0 0 0 0 0
 0 0 1 0 0 1 0 0 0 0 1 1 1]",4754,0.22812144828705957,0.21949410438537598,2,5,0.5
WEISH13,10,0.8,"[1 1 0 0 0 0 1 1 0 0 1 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0
 0 1 0 1 0 1 0 0 0 0 1 1 1]",5359,0.1298912161065108,0.29569101333618164,2,5,0.5
WEISH13,10,0.8,"[1 1 0 0 0 0 0 0 0 1 1 1 1 0 0 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 0 1]",4217,0.31531092709855496,0.22008299827575684,2,5,0.5
WEISH13,10,0.8,"[1 0 0 0 0 0 0 1 1 0 1 1 1 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 0 0 1 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",3426,0.4437408670238675,0.05766034126281738,2,5,0.5
WEISH13,10,0.8,"[1 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0
 0 0 0 1 0 0 0 0 1 0 0 0 0]",2299,0.6267251177139146,0.022142887115478516,2,5,0.5
WEISH14,10,0.8,"[1 0 0 1 0 0 1 0 1 0 1 1 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0
 0 0 0 1 0 1 0 0 0 1 1 1 1 0 0 0 0 1 0 0 1 0 0]",5388,0.22519413287316653,0.40382981300354004,2,5,0.5
WEISH14,10,0.8,"[0 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0]",4471,0.35706068449813055,0.1553511619567871,2,5,0.5
