CONJUNTO,AMOSTRAS,PORCENTAGEM,VETOR,CUSTO,GAP,TIME,PARTS,N_GENETIC_OUTPUT,CHANCE_OF_MUTATION
WEING5,10,0.8,[1 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0],78055,0.2099376492975424,0.043686866760253906,2,5,0.8
WEING5,10,0.8,[1 0 1 0 0 0 0 0 0 1 0 1 0 1 0 1 1 0 1 0 0 0 1 0 0 0 0 0],58273,0.41016842787157376,0.025694608688354492,2,5,0.8
WEING5,10,0.8,[0 0 1 0 0 0 0 1 0 0 1 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0],91652,0.07231061986315235,0.04481148719787598,2,5,0.8
WEING5,10,0.8,[0 0 0 0 0 0 1 1 0 1 0 1 0 1 1 1 0 0 0 1 1 0 0 0 0 0 1 0],84314,0.1465848819790275,0.0749049186706543,2,5,0.8
WEING6,10,0.8,[0 0 1 0 1 0 0 1 0 1 0 0 1 1 0 0 0 0 0 1 1 0 0 1 1 0 1 0],116985,0.10440734020807974,0.0896463394165039,2,5,0.8
WEING6,10,0.8,[0 1 1 0 1 0 0 1 0 0 1 0 1 1 0 1 0 0 0 0 1 0 1 1 0 0 0 0],122538,0.06189568452722721,0.11286473274230957,2,5,0.8
WEING6,10,0.8,[0 0 0 0 0 1 1 1 0 1 0 0 1 1 0 0 0 1 0 0 1 0 1 0 0 1 1 1],108518,0.16922747142539982,0.05384564399719238,2,5,0.8
WEING6,10,0.8,[0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 1 1 0 1 0 1 0 0 0 0 1],117205,0.10272310389441369,0.03330087661743164,2,5,0.8
WEING6,10,0.8,[1 0 1 1 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 1 1 1 1 1 0 0 1 0],118868,0.0899918084870199,0.11872649192810059,2,5,0.8
WEING7,10,0.8,"[1 1 1 1 0 1 1 1 0 0 0 0 0 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 1 1
 1 1 0 0 1 0 1 1 1 0 0 1 0 1 1 0 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 0 0 1
 0 1 1 0 1 1 1 1 0 0 1 0 1 0 0 1 0 0 1 1 0 0 0 0 1 1 0 1 0 0 0]",999183,0.08787479061020864,1.0536410808563232,2,5,0.8
WEING7,10,0.8,"[1 1 1 1 1 1 1 1 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 1
 1 1 0 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 0
 1 1 1 1 1 0 1 1 1 1 0 0 1 1 0 1 1 1 0 1 0 0 0 0 1 0 0 1 1 1 0]",1042721,0.04813021192300846,1.559234857559204,2,5,0.8
WEING7,10,0.8,"[1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 0 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
 1 0 1 1 0 0 1 1 1 0 0 0 1 0 0 1 1 0 0 1 1 1 1 0 0 0 1 0 1 1 0]",1071378,0.021970066959089686,1.3920249938964844,2,5,0.8
WEING7,10,0.8,"[0 0 0 1 0 1 1 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1
 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 0 1 1 1 0 1 0 1 0 0 1 0 0 1 1 0 0 0 0 1 0 0 1 0 1 0 1 1 0 0]",389196,0.644714248547394,0.028790950775146484,2,5,0.8
WEING7,10,0.8,"[1 1 0 1 1 0 1 0 0 0 1 0 1 1 1 1 1 0 1 1 0 1 0 0 1 1 0 1 0 0 1 0 0 1 1 1 1
 0 1 0 0 1 0 0 1 0 1 0 1 0 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 0 0 1
 0 1 0 0 0 0 0 1 1 0 0 1 1 0 0 0 1 1 1 0 0 0 1 0 0 1 0 1 1 1 0]",870135,0.20567897064663218,0.6263153553009033,2,5,0.8
WEING8,10,0.8,"[1 1 0 1 1 1 0 0 1 0 0 0 0 1 1 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 1
 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 1 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]",397680,0.3630179443521661,0.30884504318237305,2,5,0.8
WEING8,10,0.8,"[1 1 0 0 0 1 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]",354723,0.4318241155563102,0.18292975425720215,2,5,0.8
WEING8,10,0.8,"[1 1 0 1 1 1 0 0 1 0 0 0 0 1 1 1 1 1 0 1 0 1 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0
 1 0 0 1 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]",518875,0.16889442736806023,0.38010263442993164,2,5,0.8
WEING8,10,0.8,"[0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0]",361443,0.42106038739810897,0.13726592063903809,2,5,0.8
WEING8,10,0.8,"[1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0
 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0]",367763,0.41093735734456266,0.13083863258361816,2,5,0.8
WEISH01,10,0.8,[1 1 0 0 1 0 1 0 1 0 0 1 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 1 1],3809,0.16359244620114186,0.12795281410217285,2,5,0.8
WEISH01,10,0.8,[1 1 0 0 1 0 1 0 1 0 1 1 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0],4400,0.033816425120772944,0.145857572555542,2,5,0.8
WEISH01,10,0.8,[0 0 1 0 1 0 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1],3507,0.22990777338603424,0.07706499099731445,2,5,0.8
WEISH01,10,0.8,[1 0 0 0 1 0 0 0 0 0 1 1 1 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0],3701,0.1873078612209047,0.06671023368835449,2,5,0.8
WEISH01,10,0.8,[1 1 0 0 0 0 1 0 1 0 1 1 1 0 1 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0],3878,0.1484409310496267,0.06382870674133301,2,5,0.8
WEISH02,10,0.8,[1 0 0 0 0 0 1 0 0 1 1 1 1 0 1 1 0 1 0 0 0 1 1 0 1 0 0 0 1 0],4066,0.10361552028218694,0.13091325759887695,2,5,0.8
WEISH02,10,0.8,[1 1 1 0 0 0 1 0 0 0 1 1 1 0 0 1 0 1 1 0 0 1 1 0 0 0 0 0 0 1],4279,0.05665784832451499,0.12690973281860352,2,5,0.8
WEISH02,10,0.8,[0 1 1 0 0 0 0 0 0 0 1 1 1 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1],3207,0.29298941798941797,0.020091772079467773,2,5,0.8
WEISH02,10,0.8,[1 1 1 0 1 0 1 0 0 0 1 1 1 0 0 1 0 1 1 0 1 1 0 0 0 0 0 1 0 0],4117,0.09237213403880071,0.11974549293518066,2,5,0.8
WEISH02,10,0.8,[1 1 0 0 0 0 0 0 0 1 0 1 1 0 1 1 0 1 1 0 0 0 1 0 1 0 1 0 0 1],3443,0.24096119929453264,0.06972265243530273,2,5,0.8
WEISH03,10,0.8,[0 1 1 0 1 0 0 1 0 0 1 1 1 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0],3365,0.1822600243013366,0.0657804012298584,2,5,0.8
WEISH03,10,0.8,[1 0 1 1 1 0 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1],3314,0.19465370595382747,0.08420705795288086,2,5,0.8
WEISH03,10,0.8,[0 0 0 1 0 0 1 0 1 0 1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 1 0 0 1 0],3491,0.15164034021871203,0.11329865455627441,2,5,0.8
WEISH03,10,0.8,[1 0 0 1 0 0 0 0 0 0 1 1 1 1 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 1],3641,0.11518833535844472,0.09250855445861816,2,5,0.8
WEISH03,10,0.8,[1 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 1 0 0 1 0 0 0 1],3986,0.03134872417982989,0.13136982917785645,2,5,0.8
WEISH04,10,0.8,[1 0 0 0 1 0 1 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1],3219,0.2942337206752905,0.03166651725769043,2,5,0.8
WEISH04,10,0.8,[1 0 0 0 0 0 0 0 1 0 1 1 1 0 1 0 0 1 0 0 0 0 1 1 0 0 0 0 0 1],3709,0.18680114010085508,0.0815589427947998,2,5,0.8
WEISH04,10,0.8,[1 0 0 0 1 0 1 1 0 0 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 0 0 0],3492,0.23437842578381934,0.06027674674987793,2,5,0.8
WEISH04,10,0.8,[1 0 0 0 0 0 1 0 0 0 1 1 1 0 0 1 0 1 1 0 0 0 1 0 0 1 0 0 0 1],4083,0.10480157860118396,0.06908035278320312,2,5,0.8
WEISH04,10,0.8,[0 0 0 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 1 0 0 1],4096,0.10195132646349485,0.12286758422851562,2,5,0.8
WEISH05,10,0.8,[1 0 0 1 1 0 1 0 1 0 1 1 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1],3964,0.12184315463003988,0.0733191967010498,2,5,0.8
WEISH05,10,0.8,[1 0 0 0 1 0 1 0 1 0 1 1 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 0 1],4434,0.017722640673460344,0.11769318580627441,2,5,0.8
WEISH05,10,0.8,[1 0 0 1 1 0 1 0 0 0 1 1 0 0 1 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1],4029,0.10744350908285334,0.07420730590820312,2,5,0.8
WEISH05,10,0.8,[1 0 0 0 1 0 0 0 0 0 1 1 1 0 1 0 0 1 1 0 0 0 1 0 0 1 0 0 0 1],4185,0.07288435976960567,0.09415173530578613,2,5,0.8
WEISH05,10,0.8,[1 0 0 0 1 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],3275,0.2744793974302171,0.030994415283203125,2,5,0.8
WEISH06,10,0.8,"[0 0 0 1 1 0 1 0 0 1 1 1 1 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0
 0 0 0]",4575,0.17671405434587006,0.07999849319458008,2,5,0.8
WEISH06,10,0.8,"[0 0 1 0 1 0 0 1 0 0 1 1 1 0 1 1 0 0 0 1 0 1 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0
 0 0 0]",4002,0.27982724491632177,0.06984233856201172,2,5,0.8
WEISH06,10,0.8,"[1 1 1 0 0 0 1 0 0 0 1 1 1 0 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0
 0 1 1]",5132,0.07648011517005579,0.16626548767089844,2,5,0.8
WEISH06,10,0.8,"[1 0 0 0 1 0 1 0 0 1 1 1 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 0 1 1 1 0 1 0 0 0
 0 0 1]",4966,0.10635234838941875,0.13879919052124023,2,5,0.8
WEISH06,10,0.8,"[1 0 1 0 0 0 1 0 0 1 1 1 1 0 1 0 0 1 0 1 1 1 0 1 0 0 0 1 0 0 1 1 1 0 1 0 0
 0 0 0]",4325,0.22170235738707936,0.07744169235229492,2,5,0.8
WEISH07,10,0.8,"[1 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 1 1 1 1 0 1 1 0 0 0 0 1 1 1 1 0 0 0 1 0 0
 0 1 1]",5015,0.09915573917729477,0.16270947456359863,2,5,0.8
WEISH07,10,0.8,"[1 0 1 0 0 0 1 0 0 1 1 1 1 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 1 1 0
 0 0 1]",4835,0.1314891323872822,0.14131498336791992,2,5,0.8
WEISH07,10,0.8,"[1 0 1 0 1 0 0 0 0 0 1 1 1 0 0 0 0 1 1 0 0 0 1 1 0 0 0 1 0 0 1 0 1 0 1 0 0
 1 1 0]",4807,0.13651877133105803,0.13685154914855957,2,5,0.8
WEISH07,10,0.8,"[1 1 0 1 1 0 1 0 0 0 1 1 1 0 0 0 0 1 1 0 1 0 1 0 1 0 0 1 0 1 1 0 0 0 0 0 0
 0 0 1]",5274,0.05263157894736842,0.14037299156188965,2,5,0.8
WEISH07,10,0.8,"[1 0 1 0 0 0 1 0 1 0 1 1 1 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 1 1 0 1 0 1 0 0
 0 1 0]",4510,0.18986887012753728,0.13199377059936523,2,5,0.8
WEISH08,10,0.8,"[1 1 1 1 1 0 1 0 0 0 1 1 1 0 1 1 0 1 0 1 0 0 1 0 0 0 0 1 0 1 1 1 0 0 1 0 0
 1 0 0]",5418,0.03336306868867083,0.25084495544433594,2,5,0.8
WEISH08,10,0.8,"[1 0 0 1 0 0 0 1 0 0 1 1 1 0 1 1 0 1 0 0 0 0 1 0 1 0 0 1 0 1 1 1 1 0 0 0 0
 1 0 0]",4751,0.15236396074933095,0.08770012855529785,2,5,0.8
WEISH08,10,0.8,"[1 1 0 0 1 0 1 0 0 1 1 1 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 1 0 0 0 1 1 0
 0 1 1]",4888,0.12792149866190902,0.11398673057556152,2,5,0.8
WEISH08,10,0.8,"[0 1 0 0 1 0 1 0 0 0 1 1 1 0 0 1 0 1 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 1
 0 0 1]",4538,0.1903657448706512,0.07929277420043945,2,5,0.8
WEISH08,10,0.8,"[1 0 1 0 0 0 1 0 1 0 1 1 1 1 1 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0
 1 1 1]",4383,0.21801962533452274,0.09277701377868652,2,5,0.8
WEISH09,10,0.8,"[1 0 0 1 0 1 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0
 0 0 0]",4555,0.13171940526115136,0.11703920364379883,2,5,0.8
WEISH09,10,0.8,"[1 0 0 0 1 0 1 0 0 1 1 1 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0
 0 1 0]",4049,0.2281738467403736,0.09906840324401855,2,5,0.8
WEISH09,10,0.8,"[1 1 0 1 0 0 1 0 0 0 1 0 1 0 0 0 0 1 1 0 1 1 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0
 0 0 0]",3519,0.32920320243995427,0.06251668930053711,2,5,0.8
WEISH09,10,0.8,"[1 0 0 0 0 1 1 1 0 0 1 1 1 0 0 0 0 1 1 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 1
 0 0 0]",4819,0.08139534883720931,0.21702933311462402,2,5,0.8
WEISH09,10,0.8,"[1 0 1 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 1 1 0 0 0 0 0 0
 0 0 0]",4286,0.18299656881433474,0.12316489219665527,2,5,0.8
WEISH10,10,0.8,"[0 0 1 1 1 0 0 1 0 0 1 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0
 1 0 0 0 0 1 0 0 0 0 1 1 1]",5268,0.1689540937056318,0.2246556282043457,2,5,0.8
WEISH10,10,0.8,"[1 0 0 0 0 1 1 1 0 0 1 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1]",5488,0.1342483041489194,0.20074081420898438,2,5,0.8
WEISH10,10,0.8,"[1 1 1 1 0 0 0 1 0 1 1 1 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0
 0 0 1 0 0 1 0 0 0 0 1 0 1]",5110,0.19387916075090708,0.23216938972473145,2,5,0.8
WEISH10,10,0.8,"[1 0 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 1 0 1 1 0 0 0
 0 0 1 0 0 1 0 0 0 0 0 1 0]",4751,0.250512699163906,0.10024285316467285,2,5,0.8
WEISH10,10,0.8,"[1 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 1 1 1 0 1 1 0 0 1 0 0 0
 0 1 0 0 0 0 0 0 0 0 1 1 1]",5463,0.13819214387127307,0.1757214069366455,2,5,0.8
WEISH11,10,0.8,"[1 0 1 1 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 1 1 1 0 1 0 1 0 0
 0 0 0 1 0 1 0 0 0 0 1 1 1]",5639,0.000708842814105972,0.2455911636352539,2,5,0.8
WEISH11,10,0.8,"[0 0 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 1 1 1 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 1 0 1]",4481,0.20591883749778486,0.15154194831848145,2,5,0.8
WEISH11,10,0.8,"[1 0 1 0 0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0
 0 0 0 0 1 1 0 0 0 0 1 1 1]",4951,0.12262980684033316,0.15921497344970703,2,5,0.8
WEISH11,10,0.8,"[0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 1 0]",4261,0.24490519227361332,0.11057066917419434,2,5,0.8
WEISH11,10,0.8,"[1 0 1 0 0 0 1 0 0 0 1 1 1 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 0 1 0 0 0 1
 0 0 0 0 0 1 0 0 0 0 1 1 1]",5374,0.04766967924862662,0.23262453079223633,2,5,0.8
WEISH12,10,0.8,"[1 1 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 1 0 1
 1 0 0 1 0 0 0 1 0 0 1 1 1]",5105,0.19466792869537783,0.1394362449645996,2,5,0.8
WEISH12,10,0.8,"[0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 0 1 1 1]",4326,0.3175579744439186,0.061287879943847656,2,5,0.8
WEISH12,10,0.8,"[0 0 0 1 0 0 0 0 0 0 1 1 1 1 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0
 0 1 0 0 0 1 0 0 0 0 1 0 1]",5160,0.18599148130619972,0.13267731666564941,2,5,0.8
WEISH12,10,0.8,"[0 0 0 1 0 0 0 0 1 0 1 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 1 1 0 0 0
 0 0 0 1 1 1 0 0 0 0 0 0 0]",4144,0.34626912762265344,0.09276533126831055,2,5,0.8
WEISH12,10,0.8,"[0 1 0 1 0 0 0 0 0 1 0 1 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 0 0 1 1]",2829,0.5537150970184572,0.04104495048522949,2,5,0.8
WEISH13,10,0.8,"[0 1 1 0 1 0 0 0 0 0 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
 0 0 0 1 0 1 0 0 1 0 1 1 1]",4976,0.19207663581750284,0.15360546112060547,2,5,0.8
WEISH13,10,0.8,"[0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 1
 0 1 0 0 1 0 0 0 0 0 0 0 0]",2295,0.6273745737944472,0.012573480606079102,2,5,0.8
WEISH13,10,0.8,"[1 0 1 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 1 1 0 1 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 1 1 1]",4832,0.21545705471667478,0.1373136043548584,2,5,0.8
WEISH13,10,0.8,"[0 0 1 0 1 0 1 0 0 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 1 1 1 0 0
 0 0 0 0 0 1 0 0 0 0 1 1 1]",5591,0.09222276343562266,0.2710390090942383,2,5,0.8
WEISH13,10,0.8,"[0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 0 0 0 0 1 0 0 0 0 0 1 0]",3196,0.48108459165448936,0.01874089241027832,2,5,0.8
WEISH14,10,0.8,"[1 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 1 0 0 0 0 0 1
 0 0 0 0 0 1 1 0 0 0 1 1 1 0 1 0 1 0 0 0 1 1 1]",5962,0.14265171124532644,0.21560049057006836,2,5,0.8
WEISH14,10,0.8,"[1 0 1 0 0 0 0 1 0 0 1 1 1 0 0 1 0 0 0 0 1 1 1 0 1 1 0 0 0 0 1 0 1 0 1 0 0
 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0]",5468,0.21368996261144665,0.25191187858581543,2,5,0.8
WEISH14,10,0.8,"[0 0 0 1 1 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0
 0 0 0 0 1 1 0 1 0 0 0 0 1 1 0 1 1 0 0 0 0 1 1]",4546,0.3462755248777682,0.20811080932617188,2,5,0.8
WEISH14,10,0.8,"[1 0 0 0 0 0 1 1 0 0 1 1 1 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1
 0 0 0 1 0 1 0 0 0 0 1 1 1 0 0 0 1 1 0 0 1 0 1]",5649,0.18766177739430542,0.16446590423583984,2,5,0.8
WEISH14,10,0.8,"[0 0 1 1 1 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 1 0 1 1 0 0 0
 0 0 0 0 0 1 0 0 0 0 1 1 1 1 0 0 1 0 0 0 0 0 1]",5982,0.13977566867989646,0.2585573196411133,2,5,0.8
WEISH15,10,0.8,"[1 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1
 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0]",3111,0.5844242586160834,0.04330587387084961,2,5,0.8
WEISH15,10,0.8,"[1 0 0 1 1 1 1 0 0 0 1 1 0 0 1 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1 0 0 0 0
 0 1 0 0 1 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1]",6404,0.14453646807373766,0.29552388191223145,2,5,0.8
WEISH15,10,0.8,"[1 0 0 1 1 1 1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0
 0 1 0 0 1 1 0 0 1 0 1 1 0 0 1 0 0 0 1 0 0 1 1]",5929,0.20798824472348384,0.31720852851867676,2,5,0.8
WEISH15,10,0.8,"[1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0
 1 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0]",3370,0.5498263425060113,0.05473446846008301,2,5,0.8
WEISH15,10,0.8,"[1 1 0 0 1 0 1 0 0 0 1 1 1 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 1 0 1 0 0
 0 0 0 0 1 1 0 0 0 1 1 0 1 0 0 0 0 0 1 0 0 0 1]",6697,0.10539674058242052,0.17460012435913086,2,5,0.8
WEISH16,10,0.8,"[1 0 0 0 1 0 1 1 0 1 1 1 1 1 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0
 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0]",5845,0.19810673617780217,0.12673497200012207,2,5,0.8
WEISH16,10,0.8,"[1 0 0 0 0 0 1 1 1 0 1 1 1 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 1 0 0 0 0 0
 1 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0]",6081,0.16572918095760736,0.13805603981018066,2,5,0.8
WEISH16,10,0.8,"[1 0 0 0 1 0 1 0 1 0 1 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 1 1 0 1 1 0 0 0 0 0 0
 1 1 0 1 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0]",5664,0.22293867471532447,0.16447925567626953,2,5,0.8
WEISH16,10,0.8,"[1 0 0 0 0 1 1 0 0 0 1 1 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 1 1 0 1 0 1 1 0
 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0]",5800,0.20428042255453424,0.19905424118041992,2,5,0.8
WEISH16,10,0.8,"[1 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 1 0 1 0 0 0 1 0 0 0 0 1 0
 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0]",2972,0.5922623130744958,0.028916120529174805,2,5,0.8
